name	SL021	SL036	SL037	SL038	SL048	SL050	SL068	SL085	SL086	SL088	SL090	SL103	SL111	SL112	SL114	SL118	SL125	SL200
Alkalihalophilus	0	0	1	5	2	0	0	4	5	1	0	3	1	1	1	1	0	1
Alkalihalophilus_pseudofirmus	0	2	0	5	4	2	1	5	4	0	0	0	1	1	1	0	0	1
Salicibibacter	0	1	1	6	1	1	5	3	1	0	0	2	1	3	2	4	2	0
Salicibibacter_halophilus	0	0	2	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0
Salicibibacter_cibarius	0	0	0	0	2	0	1	0	2	0	0	2	0	1	0	1	3	1
Anaerobacillus	0	1	1	1	0	0	0	11	0	1	1	3	0	0	2	2	2	6
Anaerobacillus_isosaccharinicus	0	2	0	1	0	0	0	6	1	2	2	1	3	1	3	4	2	7
Amphibacillus	0	0	2	3	2	0	0	4	1	4	1	1	0	1	0	2	0	1
Amphibacillus_xylanus	0	1	0	4	1	0	0	2	2	5	1	0	0	0	1	0	0	0
Salimicrobium	0	2	0	0	1	2	0	0	3	0	0	0	1	2	1	0	1	0
Salimicrobium_jeotgali	0	1	0	0	0	1	0	0	3	0	0	0	2	0	0	1	0	0
Evansella	0	1	3	2	1	1	4	4	3	2	3	3	2	1	2	3	1	2
unclassified_Evansella	0	2	0	0	0	0	1	3	2	2	1	3	0	0	0	3	1	2
Evansella_sp._LMS18	0	1	1	0	1	0	0	2	2	4	1	3	0	0	0	1	1	1
Evansella_cellulosilytica	0	0	2	1	0	1	2	1	0	1	2	1	0	0	2	0	0	1
Paraliobacillus	0	3	1	2	5	1	1	6	2	0	0	1	0	0	0	0	0	3
Paraliobacillus_zengyii	0	3	1	3	5	3	2	2	0	0	2	0	0	1	0	0	0	3
Paenalkalicoccus	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2
Paenalkalicoccus_suaedae	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	2
Fervidibacillus_albus	0	0	0	2	3	3	4	2	2	2	1	0	0	0	0	2	0	0
Alkalihalobacillus_sp._AL-G	0	1	0	1	0	1	1	0	1	0	0	0	2	0	0	1	0	4
Alkalihalobacillus_sp._LMS6	0	0	0	2	0	0	0	1	0	1	0	2	0	0	0	1	0	0
Pontibacillus_sp._ALD_SL1	0	1	1	1	0	2	1	1	3	1	1	2	2	0	0	3	2	1
Salisediminibacterium_selenitireducens	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
Paenibacillus_sp._481	0	2	3	0	2	1	1	5	3	2	0	0	0	2	0	0	0	1
Paenibacillus_sp._JZ16	0	3	0	2	6	1	1	4	0	1	0	2	2	3	0	0	0	0
Paenibacillus_sp._CAA11	0	2	1	1	1	0	1	2	0	1	2	0	0	3	1	0	0	0
Paenibacillus_sp._MBLB1832	0	3	0	0	0	3	0	0	3	0	1	0	1	0	2	0	0	1
Paenibacillus_sp._RC67	0	2	0	1	2	0	1	2	0	0	1	0	1	0	0	2	1	0
Paenibacillus_sp._sptzw28	0	0	0	4	1	1	0	1	0	0	1	0	0	0	1	0	0	0
Paenibacillus_sp._FSL_H7-0357	0	2	1	1	5	0	0	0	1	0	0	1	0	2	1	0	0	0
Paenibacillus_sp._IHBB_10380	0	1	0	1	0	0	0	2	0	1	0	1	0	2	1	0	0	1
Paenibacillus_sp._FSL_R7-0273	0	0	1	2	2	2	2	1	11	1	0	2	0	2	0	3	1	4
Paenibacillus_sp._YPD9-1	0	1	0	0	1	1	2	1	1	0	1	4	1	1	0	0	2	4
Paenibacillus_sp._H1-7	0	2	0	0	1	3	0	0	3	1	0	0	0	0	0	0	0	0
Paenibacillus_sp._YPG26	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0
Paenibacillus_sp._PSB04	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Paenibacillus_sp._R14(2021)	0	0	1	0	0	1	1	0	3	0	0	0	1	0	0	1	0	0
Paenibacillus_sp._JNUCC-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus_sp._PK3_47	0	1	1	2	0	0	0	0	1	0	0	0	1	1	0	0	0	1
Paenibacillus_sp._N3/727	0	0	1	0	2	0	0	1	1	0	0	0	0	2	0	1	0	0
Paenibacillus_sp._DCT19	0	0	1	0	0	0	3	2	1	1	0	2	1	1	0	0	0	0
Paenibacillus_sp._KACC_21273	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus_sp._PAMC21692	0	1	1	2	0	1	0	0	0	1	0	0	0	0	0	0	1	2
Paenibacillus_sp._URB8-2	0	0	3	0	1	0	3	0	0	0	0	4	3	0	0	0	0	2
Paenibacillus_sp._E222	0	1	0	0	0	0	0	5	2	1	0	0	0	0	0	0	0	0
Paenibacillus_sp._BIC5C1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1
Paenibacillus_sp._D2_2	0	1	3	1	0	0	1	5	0	0	0	1	0	1	0	1	0	1
Paenibacillus_sp._CC-CFT742	0	1	1	4	1	0	0	2	0	0	2	0	0	0	0	1	0	2
Paenibacillus_polymyxa	0	4	7	6	2	18	4	8	9	14	1	4	4	9	0	4	0	4
Paenibacillus_elgii	0	2	1	4	1	2	4	5	5	0	0	3	0	0	2	0	0	4
Paenibacillus_bovis	0	1	4	1	4	1	1	0	1	0	0	0	0	0	1	0	0	0
Paenibacillus_guangzhouensis	0	0	0	2	0	2	0	2	0	4	0	1	0	0	0	0	2	3
Paenibacillus_glucanolyticus	0	10	0	0	19	0	6	0	0	0	0	6	0	0	0	0	6	0
Paenibacillus_peoriae	0	7	7	0	3	0	9	0	0	0	0	1	0	0	0	0	0	0
Paenibacillus_durus	0	1	2	1	3	2	2	1	3	0	0	4	2	2	0	1	1	0
Paenibacillus_psychroresistens	0	0	0	1	1	1	0	2	0	0	0	1	1	0	0	0	0	3
Paenibacillus_jilunlii	0	1	0	2	0	0	0	1	1	0	0	0	1	0	0	1	0	0
Paenibacillus_sonchi	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0
Paenibacillus_beijingensis	0	1	0	2	0	0	1	0	0	1	0	3	0	2	0	0	0	0
Paenibacillus_albus	0	1	0	1	0	2	2	1	0	2	0	2	0	0	0	0	0	0
Paenibacillus_ihbetae	0	0	1	2	0	0	2	0	1	3	0	0	1	0	2	1	0	3
Paenibacillus_algicola	0	2	0	2	0	1	1	3	0	2	0	0	0	1	1	0	0	4
Paenibacillus_typhae	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
Paenibacillus_cellulosilyticus	0	0	1	1	0	3	1	0	0	1	1	0	2	0	2	1	1	2
Paenibacillus_sabinae	0	0	0	2	3	3	0	1	0	0	0	1	0	0	0	0	0	1
Paenibacillus_xylanexedens	0	1	1	4	0	0	0	0	0	0	0	1	0	0	1	3	0	2
Paenibacillus_polygoni	0	1	1	0	2	0	0	5	1	2	0	0	0	0	0	2	0	1
Paenibacillus_agaridevorans	0	0	0	0	1	1	1	0	2	1	0	1	0	0	0	0	1	3
Paenibacillus_xylanilyticus	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Paenibacillus_stellifer	0	0	0	2	1	1	2	0	2	1	0	2	0	2	0	0	0	3
Paenibacillus_brasilensis	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1
Paenibacillus_tianjinensis	0	1	0	0	1	1	2	1	0	1	0	1	0	0	0	0	0	0
Paenibacillus_andongensis	0	0	0	0	1	0	2	4	0	2	1	0	0	3	0	0	1	0
Paenibacillus_lautus	0	0	1	3	1	1	1	1	1	1	0	0	1	0	0	0	0	0
Cohnella_herbarum	0	0	0	0	3	1	1	0	2	0	0	0	0	0	0	4	1	1
Aneurinibacillus_sp._Ricciae_BoGa-3	0	3	2	1	0	0	2	1	1	0	4	1	0	0	0	2	1	2
Aneurinibacillus_soli	0	0	0	0	1	0	3	0	2	3	0	0	0	0	2	0	0	1
Saccharibacillus	0	0	2	1	2	1	2	1	1	1	1	2	2	2	1	0	2	1
Saccharibacillus_brassicae	0	1	3	2	2	4	1	1	0	1	2	3	1	0	2	0	3	1
Staphylococcus_sp._MI_10-1553	0	3	2	0	1	0	0	19	0	3	1	0	0	0	5	0	0	0
Staphylococcus_sp._IVB6181	0	0	1	2	2	0	0	0	1	1	2	0	0	0	2	2	0	1
Staphylococcus_gallinarum	0	2	0	2	1	1	0	1	0	0	1	0	0	0	1	0	0	2
Staphylococcus_schweitzeri	0	1	0	1	9	0	0	0	1	1	1	1	1	2	2	1	0	2
Staphylococcus_hyicus	0	0	0	1	0	0	0	2	0	6	0	3	1	0	1	0	0	1
Staphylococcus_devriesei	0	1	0	1	0	0	0	8	0	2	0	0	1	0	0	5	1	4
Staphylococcus_pasteuri	0	0	5	3	3	0	1	7	6	2	2	2	2	0	14	6	0	15
Staphylococcus_carnosus	0	0	1	1	0	0	0	4	2	3	1	2	0	1	0	0	2	2
Staphylococcus_felis	0	0	0	1	2	0	0	2	1	2	1	2	0	2	0	2	1	1
Staphylococcus_rostri	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	2
Staphylococcus_schleiferi	0	0	3	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1
Staphylococcus_lloydii	0	0	4	1	0	0	0	2	0	3	0	0	0	0	0	0	0	3
Staphylococcus_piscifermentans	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0
Macrococcus_bohemicus	0	0	0	0	1	0	0	0	0	9	3	0	0	0	0	0	0	0
Jeotgalicoccus_saudimassiliensis	0	2	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1
Nosocomiicoccus_ampullae	0	2	1	0	1	0	0	2	0	0	3	1	0	1	0	3	0	1
Planococcus_sp._N022	0	2	0	1	0	1	0	4	0	2	0	0	0	0	1	1	1	2
Planococcus_sp._PAMC_21323	0	2	1	2	1	0	2	0	1	2	0	0	1	0	0	0	0	0
Planococcus_sp._N016	0	0	1	4	1	3	0	1	5	0	0	1	0	0	0	0	1	0
Planococcus_halotolerans	0	3	0	2	0	0	2	0	1	0	0	0	0	2	2	1	0	3
Planococcus_massiliensis	0	1	0	1	1	2	2	1	0	0	0	2	0	0	0	2	0	3
Sporosarcina_sp._Te-1	0	1	0	0	1	0	0	2	0	0	0	1	2	0	3	1	0	5
Sporosarcina_sp._0.2-SM1T-5	0	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1
Sporosarcina_sp._Marseille-Q4063	0	0	1	0	4	1	2	0	2	3	1	0	1	0	4	0	0	0
Sporosarcina_sp._PTS2304	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	6	1	0
Sporosarcina_pasteurii	0	2	2	0	0	4	1	2	0	0	1	1	1	0	3	0	2	3
Rummeliibacillus	0	1	4	1	4	0	3	7	0	1	0	2	0	0	0	3	0	0
unclassified_Rummeliibacillus	0	3	4	0	3	0	2	1	0	0	0	3	0	0	0	0	0	0
Rummeliibacillus_sp._G93	0	2	2	1	1	0	3	2	1	0	1	2	1	0	0	0	0	0
Solibacillus_daqui	0	1	2	2	0	1	0	1	1	0	2	1	4	1	1	0	0	2
unclassified_Solibacillus	0	0	2	0	2	0	0	2	0	2	0	2	2	0	2	0	1	1
Solibacillus_sp._R5-41	0	0	2	0	1	0	0	4	0	2	0	1	0	0	1	0	1	2
Viridibacillus	0	0	0	3	3	0	0	5	2	2	1	2	0	0	2	3	3	6
unclassified_Viridibacillus	0	0	2	2	2	0	1	7	1	1	1	1	0	0	2	2	3	8
Viridibacillus_sp._JNUCC-6	0	0	1	2	3	0	0	3	1	2	0	2	0	0	3	2	1	5
unclassified_Alicyclobacillus	0	4	2	4	0	1	3	4	0	0	1	1	0	2	1	1	1	3
Alicyclobacillus_sp._ALC3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Alicyclobacillus_sp._TC	0	1	1	0	1	0	0	2	0	2	0	0	0	0	0	0	0	2
Alicyclobacillus_sp._SO9	0	0	1	1	0	1	1	2	1	0	0	1	2	0	0	1	1	1
Alicyclobacillus_acidoterrestris	0	1	0	0	1	2	1	1	0	1	1	0	0	1	0	1	1	0
Alicyclobacillus_acidocaldarius	0	1	0	5	1	0	2	4	4	0	0	4	0	1	1	0	0	5
Alicyclobacillus_dauci	0	0	0	0	4	2	0	1	1	1	1	1	0	0	1	0	1	1
Kyrpidia_tusciae	0	0	0	1	0	1	1	0	10	2	0	0	0	0	0	0	0	1
Tumebacillus_avium	0	0	1	1	4	0	0	2	1	0	0	0	1	3	1	2	1	1
Listeria_welshimeri	0	1	0	0	0	0	0	1	0	2	3	1	3	0	1	3	1	0
Listeria_ivanovii	0	1	0	4	0	0	0	4	0	0	1	2	0	0	0	2	0	0
Listeria_grayi	0	1	1	0	1	0	0	3	1	2	0	0	3	0	4	0	2	0
Kroppenstedtia	0	2	0	3	1	0	0	0	2	2	0	1	0	0	0	1	0	5
Kroppenstedtia_eburnea	0	2	0	3	0	1	1	0	0	1	0	0	1	0	0	0	0	1
Kroppenstedtia_pulmonis	0	0	1	0	1	1	0	1	2	0	0	0	0	0	0	0	0	3
Staphylospora	0	0	0	0	1	0	1	1	0	2	0	0	0	1	0	1	0	2
Staphylospora_marina	0	1	0	1	0	2	0	1	2	0	0	1	0	0	0	1	0	2
Exiguobacterium_sibiricum	0	0	0	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0
unclassified_Exiguobacterium	0	1	1	6	12	2	4	7	5	4	3	2	0	0	0	2	0	3
Exiguobacterium_sp._N4-1P	0	1	0	1	3	1	0	3	0	1	0	0	0	0	0	0	0	0
Exiguobacterium_sp._S3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sporolactobacillaceae	0	2	2	0	2	1	3	4	1	5	0	2	1	1	1	1	2	2
Pullulanibacillus	0	2	1	1	0	0	2	2	1	0	0	1	0	0	0	0	0	2
unclassified_Pullulanibacillus	0	1	1	0	2	0	1	3	1	1	0	1	1	1	1	2	0	3
Pullulanibacillus_sp._KACC_23026	0	0	2	1	1	0	0	1	1	1	0	1	0	0	0	2	0	1
Sporolactobacillus	0	0	2	0	1	0	2	2	1	2	1	0	3	1	1	0	3	2
Sporolactobacillus_terrae	0	1	2	0	0	0	3	0	0	3	0	0	2	2	0	0	3	4
Dialister_pneumosintes	0	20	9	7	9	2	79	14	9	1	2	8	9	4	4	13	4	18
Dialister_hominis	0	21	0	0	5	0	0	7	0	0	0	3	1	3	0	0	1	9
Dialister_massiliensis	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Megasphaera_hexanoica	0	5	2	2	16	1	8	13	1	0	1	4	0	1	6	3	0	16
Megasphaera_massiliensis	0	5	2	0	3	0	11	16	2	8	0	11	0	0	1	1	0	15
Megamonas	0	5	9	5	9	7	19	56	1	15	4	11	0	1	5	10	6	20
Megamonas_funiformis	0	2	6	6	7	2	12	34	1	13	3	10	1	2	7	9	3	19
Megamonas_hypermegale	0	2	3	0	3	1	3	31	0	6	0	6	0	1	1	2	0	14
Selenobaculum	0	3	2	4	2	0	5	14	2	6	0	3	0	3	2	3	1	11
Selenobaculum_gbiensis	0	4	4	2	3	0	8	16	0	4	1	4	1	4	3	5	3	14
Pelosinus_fermentans	0	4	2	1	1	1	1	12	2	2	1	4	0	0	1	2	0	8
environmental_samples.29	0	2	2	2	1	4	2	6	0	1	0	0	1	1	0	4	1	16
uncultured_Sporomusa_sp.	0	1	2	1	1	3	3	10	1	2	1	1	0	0	1	4	1	12
unclassified_Phascolarctobacterium	0	1	2	0	1	2	1	3	1	0	1	4	0	0	1	0	0	7
Phascolarctobacterium_sp._Marseille-Q4147	0	2	0	0	2	3	2	5	1	0	1	3	0	0	0	1	0	4
Blautia_liquoris	0	3	6	2	7	1	3	3	2	3	0	2	5	3	2	2	4	5
Blautia_producta	0	5	27	7	35	2	1	5	4	2	0	2	2	8	3	8	7	8
Blautia_coccoides	0	6	8	2	1	1	1	3	0	0	1	1	4	1	0	2	0	1
Blautia_pseudococcoides	0	0	8	2	4	1	1	3	2	1	0	3	2	8	5	2	2	3
[Clostridium]_hylemonae	0	2	2	1	3	2	3	1	1	0	1	1	1	1	2	6	1	2
Roseburia_rectibacter	0	3	10	9	17	0	7	7	6	3	0	9	3	5	6	5	3	3
Chordicoccus	0	10	16	10	6	4	7	2	3	2	3	6	7	4	1	6	4	5
Chordicoccus_furentiruminis	0	9	13	10	10	2	8	5	5	2	3	6	6	4	2	2	3	5
Anaerocolumna_sp._AGMB13020	0	2	4	5	9	1	3	2	2	0	1	5	3	4	0	4	4	6
Anaerocolumna_sp._AGMB13025	0	0	8	6	4	0	5	7	1	1	0	1	4	9	1	5	1	4
Anaerocolumna_sedimenticola	0	2	4	7	6	0	1	2	2	0	1	2	3	8	3	5	2	1
Dorea_formicigenerans	0	3	12	6	13	1	5	4	9	0	1	2	7	8	4	16	0	0
Coprococcus_comes	0	1	31	11	14	1	6	3	1	2	0	3	5	10	5	5	4	9
unclassified_Coprococcus	0	0	3	2	10	1	9	0	1	1	0	0	1	4	4	1	1	1
Coprococcus_sp._ART55/1	0	0	1	3	6	1	9	0	0	0	0	0	1	7	2	3	1	4
Enterocloster_clostridioformis	0	2	11	6	13	0	6	3	2	2	1	1	7	8	2	6	3	3
Anaerostipes_hadrus	0	3	23	12	11	3	9	15	7	1	5	7	9	7	4	10	2	18
Anaerostipes_rhamnosivorans	0	1	1	2	5	1	3	9	1	0	0	1	1	4	3	1	1	4
Qiania	0	4	0	3	4	0	1	2	0	0	0	0	3	2	1	3	1	2
Qiania_dongpingensis	0	1	0	1	6	0	2	3	0	0	1	0	5	5	1	2	1	3
Herbinix	0	1	7	7	5	1	5	4	1	4	0	1	2	9	5	6	1	2
Herbinix_luporum	0	1	5	11	10	2	6	4	2	4	1	1	2	7	4	6	1	3
Simiaoa	0	0	13	9	16	1	7	6	1	1	2	7	12	5	2	6	7	5
Simiaoa_sunii	0	3	16	10	15	0	8	5	2	2	1	2	7	3	3	4	3	4
Candidatus_Epulonipiscium	0	3	4	0	0	0	2	3	1	0	1	4	4	0	0	1	0	0
Candidatus_Epulopiscium_viviparus	0	2	3	0	0	0	2	2	3	0	0	1	3	0	0	0	0	0
Anaerotignum_propionicum	0	1	1	1	2	1	2	3	0	1	0	1	2	0	0	4	2	1
Sporofaciens	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
Sporofaciens_musculi	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Clostridium_sp._OS1-26	0	4	5	3	3	3	2	19	2	5	5	0	2	1	1	7	2	5
Clostridium_sp._BNL1100	0	3	9	2	9	0	1	7	1	0	0	0	0	3	3	4	3	3
Clostridium_sp._AWRP	0	2	1	2	5	0	0	0	2	0	1	1	5	0	0	3	0	0
Clostridium_sp._JN-9	0	1	6	4	8	1	2	5	2	1	0	1	2	2	1	5	1	4
Clostridium_sp._'deep_sea'	0	1	1	0	2	0	0	4	2	1	0	0	0	1	0	2	0	6
Clostridium_sp._CF011	0	4	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0
Clostridium_sp._001	0	0	2	1	4	2	0	3	0	1	0	0	0	1	0	0	3	2
Clostridium_tyrobutyricum	0	2	2	10	3	4	1	9	5	0	0	2	2	2	1	1	1	4
Clostridium_formicaceticum	0	2	8	2	2	0	3	3	1	4	1	1	1	1	1	0	2	2
Clostridium_tagluense	0	1	5	2	3	0	0	9	3	2	0	1	2	2	0	3	0	2
Clostridium_ljungdahlii	0	4	0	0	4	0	0	0	0	0	0	7	0	0	0	0	2	3
Clostridium_aceticum	0	1	2	4	4	2	2	0	1	1	0	3	1	2	1	4	6	4
Clostridium_autoethanogenum	0	1	5	0	0	0	0	0	0	0	0	15	0	0	4	1	0	2
Clostridium_butyricum	0	1	6	1	0	1	8	19	0	7	2	5	4	1	0	4	3	16
Clostridium_drakei	0	0	3	0	1	0	0	3	1	1	0	1	0	0	2	6	0	1
Alkaliphilus_metalliredigens	0	2	0	0	2	0	0	2	1	2	0	2	2	2	2	0	0	10
Caloramator_sp._mosi_1	0	2	12	8	7	3	2	4	2	2	2	2	0	2	2	7	1	9
Caloramator_sp._Dgby_cultured_2	0	1	4	1	4	1	0	3	1	0	0	1	1	3	2	6	1	2
Hathewaya	0	2	7	4	4	0	1	5	1	2	0	3	1	2	0	1	0	3
Hathewaya_histolytica	0	0	5	6	4	0	1	5	2	1	0	0	3	1	0	4	0	2
Proteiniclasticum	0	1	1	8	1	1	2	0	2	1	0	1	1	2	1	2	0	4
unclassified_Proteiniclasticum	0	1	0	9	1	0	2	1	1	0	0	1	2	4	1	0	0	4
Proteiniclasticum_sp._QWL-01	0	1	2	9	2	1	3	1	2	1	0	0	1	2	1	1	0	6
Mogibacterium_neglectum	0	3	19	3	16	2	30	12	3	13	14	6	5	15	6	25	6	9
Aminipila_luticellarii	0	1	0	1	3	0	2	1	0	2	0	1	3	1	3	0	1	0
Aminipila_butyrica	0	0	7	0	1	1	1	0	0	0	0	0	2	2	3	3	2	2
Emergencia	0	1	2	5	3	2	1	3	0	0	0	0	10	0	2	2	2	1
Emergencia_timonensis	0	1	2	3	3	1	2	4	0	0	0	2	14	5	2	2	1	2
Massilistercora	0	4	1	13	6	0	2	2	1	1	2	1	3	3	0	3	2	4
Massilistercora_timonensis	0	3	6	14	6	0	1	2	3	1	2	2	2	4	0	3	1	4
Fenollaria_sporofastidiosus	0	3	3	6	7	0	1	14	4	7	0	11	4	8	2	4	8	8
Intestinimonas	0	0	2	6	0	1	1	1	0	4	0	0	5	0	0	3	1	2
Intestinimonas_butyriciproducens	0	0	5	2	2	1	1	1	0	5	0	0	1	1	0	3	1	5
Faecalibacterium_sp._I2-3-92	0	4	8	8	10	5	6	3	10	0	1	5	7	2	1	1	0	3
Faecalibacterium_sp._I4-1-79	0	1	3	0	0	0	2	4	0	1	0	2	1	0	1	0	1	0
Faecalibacterium_sp._HTF-F	0	0	3	2	0	2	1	0	1	1	0	1	0	0	0	0	0	2
Faecalibacterium_duncaniae	0	1	3	0	4	0	2	3	6	0	0	0	9	1	0	3	4	1
Caproicibacterium_sp._BJN0003	0	3	9	13	7	2	0	0	3	0	4	3	12	3	1	6	0	5
Caproicibacterium_amylolyticum	0	1	8	0	2	2	3	0	7	0	7	3	3	3	6	0	0	3
Ruminococcus_bovis	0	1	2	3	4	0	1	2	0	0	1	0	0	1	4	4	0	2
Ruminococcus_champanellensis	0	2	0	4	1	1	0	0	3	0	1	0	2	1	0	0	0	2
unclassified_Ruminococcus	0	0	0	0	2	0	1	0	3	1	0	1	1	0	0	1	0	0
Ruminococcus_sp._SR1/5	0	0	2	0	1	1	0	0	2	1	0	1	1	0	1	1	0	1
Ruminococcus_albus	0	0	1	4	4	0	1	2	1	0	0	1	1	3	1	2	3	1
Acetivibrio_thermocellus	0	0	1	3	4	1	4	3	6	1	0	0	1	0	0	3	3	1
Amygdalobacter_nucleatus	0	1	1	3	5	0	0	2	1	3	2	2	2	3	1	3	1	1
Petroclostridium	0	4	3	1	2	0	3	5	2	3	0	0	1	4	1	4	0	5
unclassified_Petroclostridium	0	2	1	2	3	1	2	4	2	1	0	3	2	2	0	7	1	5
Petroclostridium_sp._X23	0	3	0	2	1	1	2	3	1	4	1	0	1	6	1	2	1	5
Caproicibacter	0	3	2	5	4	2	1	3	1	1	0	0	0	0	0	1	0	1
Caproicibacter_fermentans	0	0	0	5	4	2	0	1	1	1	0	1	0	1	0	0	0	4
Vescimonas	0	2	6	10	6	0	6	17	1	3	3	7	8	3	4	3	4	14
Vescimonas_fastidiosa	0	1	4	9	5	1	4	16	1	2	2	2	4	4	0	4	5	10
Vescimonas_coprocola	0	0	0	1	0	0	0	0	0	2	0	0	3	0	3	0	1	0
Fastidiosipila	0	2	4	7	7	0	3	9	4	1	1	2	1	0	1	2	4	4
Fastidiosipila_sanguinis	0	0	6	7	4	0	4	8	2	1	1	2	2	1	0	1	8	0
Ethanoligenens	0	2	2	2	5	0	0	1	0	1	0	3	1	2	0	0	4	7
Ethanoligenens_harbinense	0	0	1	3	4	0	1	0	4	1	0	1	0	0	0	0	3	7
Monoglobus	0	0	1	2	0	2	1	3	1	0	0	2	1	0	0	1	0	1
Monoglobus_pectinilyticus	0	3	0	2	3	1	2	2	0	0	0	1	0	0	0	0	1	1
Thermocaproicibacter	0	0	1	2	4	0	2	1	3	1	0	2	1	0	1	1	0	0
Thermocaproicibacter_melissae	0	0	1	2	3	1	1	1	3	0	0	0	0	1	0	1	1	2
Romboutsia_sp._CE17	0	0	2	8	9	1	3	4	1	0	0	2	2	2	1	7	1	5
Romboutsia_ilealis	0	4	2	7	8	1	4	3	4	0	0	1	1	1	2	8	0	5
Terrisporobacter_petrolearius	0	3	4	3	2	0	1	2	2	3	1	6	4	1	0	10	1	2
Tepidibacter	0	0	13	6	13	1	5	11	7	1	1	5	0	6	3	8	6	4
Tepidibacter_hydrothermalis	0	0	6	5	6	1	3	5	8	1	1	2	1	2	3	2	1	7
unclassified_Tepidibacter	0	0	3	1	9	0	0	7	0	1	0	6	0	2	0	3	2	0
Tepidibacter_sp._8C15b	0	0	4	0	7	0	0	5	1	0	0	3	0	3	1	3	3	0
Peptoclostridium	0	0	2	2	1	0	2	0	1	2	0	0	0	1	0	2	5	3
Peptoclostridium_acidaminophilum	0	1	3	1	2	0	2	1	0	1	0	0	0	2	0	1	2	4
Eubacterium_callanderi	0	2	5	2	7	2	9	4	3	3	2	2	4	10	3	2	2	5
Eubacterium_limosum	0	0	4	0	4	0	0	5	0	0	0	2	1	0	0	0	1	1
Acetobacterium_woodii	0	2	0	0	3	1	0	0	0	2	1	2	2	1	0	1	0	3
environmental_samples.30	0	2	0	1	0	0	0	3	0	2	0	0	0	0	0	2	1	2
uncultured_Acetobacterium_sp.	0	1	1	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0
unclassified_Acetobacterium	0	0	1	0	1	1	1	4	0	3	0	0	0	1	0	4	0	0
Acetobacterium_sp._KB-1	0	1	2	2	0	0	0	5	0	1	0	0	0	0	0	5	0	0
Alkalibacter	0	0	0	1	1	1	0	0	0	0	0	2	0	2	0	1	0	1
Alkalibacter_rhizosphaerae	0	1	1	1	1	0	0	0	0	0	1	2	0	0	1	1	0	1
Desulfosporosinus	0	6	7	15	8	4	7	21	7	5	1	1	2	5	1	5	0	7
Desulfosporosinus_acidiphilus	0	2	2	0	1	0	1	9	0	2	0	0	1	3	0	2	0	2
Desulfosporosinus_meridiei	0	2	2	5	1	0	2	6	1	0	1	2	1	1	1	3	0	6
Desulfosporosinus_orientis	0	1	3	3	3	2	1	3	2	0	0	0	1	1	1	1	2	2
Desulfosporosinus_youngiae	0	0	2	2	7	0	0	1	0	1	0	0	1	0	0	3	0	0
Desulfitobacterium_dichloroeliminans	0	3	1	0	0	0	3	7	0	1	0	0	0	4	0	3	0	3
Desulfitobacterium_hafniense	0	1	2	3	4	1	5	1	3	0	2	1	1	1	1	2	2	1
Desulfitobacterium_dehalogenans	0	0	2	2	1	1	5	2	0	1	0	0	0	1	3	0	2	2
Syntrophobotulus	0	2	1	0	0	0	2	1	1	0	0	1	1	0	2	0	0	4
Syntrophobotulus_glycolicus	0	2	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	2
Dehalobacterium	0	4	1	1	4	1	0	2	0	1	1	0	0	1	0	4	2	2
Dehalobacterium_formicoaceticum	0	2	4	1	3	2	1	2	0	0	0	0	0	2	1	4	1	1
Desulforamulus	0	0	2	2	7	2	4	10	0	7	1	0	2	6	1	2	0	8
Desulforamulus_ruminis	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	1	1	4
