"name"	"taxRank"	"taxID"	"Max"	"SL021_caries_fre.cladeReads"	"SL036_caries_activ.cladeReads"	"SL037_caries_activ.cladeReads"	"SL038_caries_activ.cladeReads"	"SL048_caries_activ.cladeReads"	"SL050_caries_activ.cladeReads"	"SL068_caries_activ.cladeReads"	"SL085_caries_fre.cladeReads"	"SL086_caries_fre.cladeReads"	"SL088_caries_fre.cladeReads"	"SL090_caries_fre.cladeReads"	"SL103_caries_fre.cladeReads"	"SL111_caries_activ.cladeReads"	"SL112_caries_fre.cladeReads"	"SL114_caries_fre.cladeReads"	"SL118_caries_activ.cladeReads"	"SL125_caries_fre.cladeReads"	"SL200_caries_activ.cladeReads"	"lineage"
"Clavibacter phaseoli"	"S"	1734031	9	NA	4	1	1	1	2	1	NA	2	NA	NA	NA	9	1	NA	NA	1	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Clavibacter"
"Clavibacter californiensis"	"S"	1401995	3	NA	3	NA	1	1	NA	NA	NA	NA	1	1	2	2	NA	1	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Clavibacter"
"Clavibacter nebraskensis"	"S"	31963	6	NA	1	1	1	NA	NA	NA	NA	2	NA	NA	1	3	NA	2	6	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Clavibacter"
"Microcella daejeonensis"	"S"	2994971	25	NA	20	2	6	NA	9	1	NA	6	NA	2	25	6	1	1	3	7	11	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microcella"
"Microcella humidisoli"	"S"	2963406	8	NA	8	NA	1	1	1	1	4	4	NA	NA	2	5	1	2	1	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Microcella"
"Leifsonia sp. PS1209"	"S"	2724914	15	NA	12	2	1	3	3	6	NA	1	3	1	8	15	1	2	5	1	13	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Leifsonia>unclassified&nbsp;Leifsonia"
"Cryobacterium sp. PAMC25264"	"S"	2861288	13	NA	5	NA	1	3	1	NA	NA	1	NA	1	3	13	5	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Cryobacterium>unclassified&nbsp;Cryobacterium"
"Cryobacterium sp. 10S3"	"S"	3048582	6	NA	2	5	1	1	3	1	6	3	1	NA	4	4	2	NA	NA	1	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Cryobacterium>unclassified&nbsp;Cryobacterium"
"Cryobacterium sp. SO2"	"S"	1897060	4	NA	1	NA	4	NA	3	1	NA	1	1	NA	4	4	2	2	3	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Cryobacterium>unclassified&nbsp;Cryobacterium"
"Salinibacterium sp. ZJ70"	"S"	2708084	5	NA	5	1	3	1	2	NA	1	1	NA	1	4	4	NA	1	5	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Salinibacterium>unclassified&nbsp;Salinibacterium"
"Protaetiibacter larvae"	"S"	2592654	4	NA	3	2	1	2	1	2	NA	1	1	2	4	4	NA	1	3	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Protaetiibacter"
"unclassified Mycetocola"	"-"	2685235	6	NA	6	1	NA	3	1	1	NA	3	NA	2	3	5	1	1	6	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Mycetocola"
"Mycetocola sp. JXN-3"	"S"	2116510	6	NA	6	1	NA	3	1	1	NA	3	NA	2	3	5	1	1	6	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Mycetocola>unclassified&nbsp;Mycetocola"
"Mycetocola zhujimingii"	"S"	2079792	5	NA	1	1	NA	1	5	1	NA	2	1	NA	5	2	NA	NA	2	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Mycetocola"
"Herbiconiux"	"G"	881616	12	NA	12	3	3	7	8	NA	3	2	1	NA	7	9	4	9	4	4	10	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"unclassified Herbiconiux"	"-"	2618217	12	NA	12	3	3	7	8	NA	3	2	1	NA	7	9	4	9	4	4	10	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Herbiconiux"
"Herbiconiux sp. SALV-R1"	"S"	2735133	8	NA	8	2	2	6	2	NA	2	1	1	NA	5	4	2	5	3	4	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Herbiconiux>unclassified&nbsp;Herbiconiux"
"Herbiconiux sp. L3-i23"	"S"	2905871	6	NA	3	1	1	1	6	NA	1	1	NA	NA	1	4	2	3	1	NA	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Herbiconiux>unclassified&nbsp;Herbiconiux"
"Humibacter"	"G"	427753	15	NA	11	2	7	4	9	2	NA	2	3	4	9	15	1	2	4	1	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Humibacter ginsenosidimutans"	"S"	2599293	15	NA	11	2	7	4	9	2	NA	2	3	4	9	15	1	2	4	1	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Humibacter"
"Luna cluster"	"-"	1655488	22	NA	11	9	3	22	1	7	1	2	1	1	4	8	3	10	16	2	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Luna-1 subcluster"	"-"	1655489	22	NA	11	9	3	22	1	7	1	2	1	1	4	8	3	10	16	2	6	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster"
"Aquiluna"	"G"	529881	12	NA	7	5	3	3	1	4	1	1	1	1	NA	2	1	6	12	2	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster"
"unclassified Aquiluna"	"-"	2617988	7	NA	4	5	2	3	1	3	1	1	1	1	NA	1	NA	4	7	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster>Aquiluna"
"Aquiluna sp. KACHI24"	"S"	2968831	4	NA	2	NA	1	NA	NA	1	1	1	NA	1	NA	NA	NA	4	3	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster>Aquiluna>unclassified&nbsp;Aquiluna"
"Candidatus Aquiluna sp. UB-MaderosW2red"	"S"	1855377	5	NA	2	5	1	3	1	2	NA	NA	1	NA	NA	1	NA	NA	4	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster>Aquiluna>unclassified&nbsp;Aquiluna"
"Aquiluna borgnonia"	"S"	2499157	4	NA	3	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	1	1	4	1	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster>Aquiluna"
"Rhodoluna"	"G"	529883	19	NA	4	4	NA	19	NA	3	NA	1	NA	NA	4	6	2	4	4	NA	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster"
"Rhodoluna lacicola"	"S"	529884	19	NA	2	1	NA	19	NA	NA	NA	1	NA	NA	NA	1	1	NA	4	NA	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster>Rhodoluna"
"Rhodoluna limnophila"	"S"	232537	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2	1	3	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster>Rhodoluna"
"Frigoribacterium"	"G"	96492	24	NA	9	1	5	4	7	1	NA	10	2	6	24	15	8	NA	12	3	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"unclassified Frigoribacterium"	"-"	2627005	24	NA	9	1	5	4	7	1	NA	10	2	6	24	15	8	NA	12	3	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Frigoribacterium"
"Frigoribacterium sp. SL97"	"S"	2994664	9	NA	4	1	2	4	6	1	NA	5	2	1	9	9	6	NA	5	3	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Frigoribacterium>unclassified&nbsp;Frigoribacterium"
"Frigoribacterium sp. NBH87"	"S"	2596916	15	NA	4	NA	3	NA	1	NA	NA	4	NA	5	15	5	1	NA	6	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Frigoribacterium>unclassified&nbsp;Frigoribacterium"
"Homoserinibacter"	"G"	1649457	17	NA	5	NA	1	3	4	3	NA	1	NA	1	14	17	3	3	3	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"unclassified Homoserinibacter"	"-"	2649549	17	NA	5	NA	1	3	4	3	NA	1	NA	1	14	17	3	3	3	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Homoserinibacter"
"Homoserinibacter sp. YIM 151385"	"S"	2985506	17	NA	5	NA	1	3	4	3	NA	1	NA	1	14	17	3	3	3	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Homoserinibacter>unclassified&nbsp;Homoserinibacter"
"Pseudoclavibacter"	"G"	255204	6	NA	5	1	1	1	1	NA	1	1	NA	NA	1	6	2	2	6	1	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"unclassified Pseudoclavibacter"	"-"	2615177	6	NA	5	1	1	1	1	NA	1	1	NA	NA	1	6	2	2	6	1	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Pseudoclavibacter"
"Pseudoclavibacter sp. Marseille-Q3772"	"S"	2866588	6	NA	5	1	1	1	1	NA	1	1	NA	NA	1	6	2	2	6	1	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Pseudoclavibacter>unclassified&nbsp;Pseudoclavibacter"
"unclassified Plantibacter"	"-"	2624265	10	NA	1	2	NA	6	3	1	5	6	2	7	6	10	NA	NA	3	4	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Plantibacter"
"Plantibacter sp. PA-3-X8"	"S"	2480625	8	NA	1	NA	NA	4	NA	1	5	3	NA	NA	1	8	NA	NA	NA	2	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Plantibacter>unclassified&nbsp;Plantibacter"
"Aurantimicrobium minutum"	"S"	708131	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Aurantimicrobium"
"Lysinibacter"	"G"	1857011	4	NA	2	4	2	1	1	2	NA	NA	1	NA	NA	2	1	1	4	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"unclassified Lysinibacter"	"-"	2619652	4	NA	2	4	2	1	1	2	NA	NA	1	NA	NA	2	1	1	4	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Lysinibacter"
"Lysinibacter sp. HNR"	"S"	3031408	4	NA	2	4	2	1	1	2	NA	NA	1	NA	NA	2	1	1	4	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Lysinibacter>unclassified&nbsp;Lysinibacter"
"Naasia"	"G"	1434022	8	NA	1	2	NA	1	4	2	1	2	1	NA	NA	8	2	2	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Naasia aerilata"	"S"	1162966	8	NA	1	2	NA	1	4	2	1	2	1	NA	NA	8	2	2	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Naasia"
"Pontimonas"	"G"	1434032	1	NA	1	NA	NA	1	NA	NA	1	NA	1	NA	NA	1	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae"
"Pontimonas salivibrio"	"S"	1159327	1	NA	1	NA	NA	1	NA	NA	1	NA	1	NA	NA	1	NA	1	NA	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Microbacteriaceae>Pontimonas"
"Cellulomonas sp. C5510"	"S"	2871170	23	NA	5	1	NA	4	1	1	NA	1	NA	NA	23	9	3	3	1	2	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas>unclassified&nbsp;Cellulomonas"
"Cellulomonas xiejunii"	"S"	2968083	8	NA	6	NA	2	6	4	1	NA	3	NA	NA	5	8	3	3	4	1	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Cellulomonadaceae>Cellulomonas"
"Brachybacterium sp. SGAir0954"	"S"	2571029	12	NA	7	NA	3	1	6	1	NA	6	NA	1	2	12	2	3	2	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermabacteraceae>Brachybacterium>unclassified&nbsp;Brachybacterium"
"Brachybacterium halotolerans"	"S"	2795215	22	NA	6	NA	12	4	14	3	11	13	1	3	14	22	3	4	3	2	8	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermabacteraceae>Brachybacterium"
"Brevibacterium sp. W7.2"	"S"	2823518	135	NA	3	NA	3	NA	2	NA	NA	5	NA	1	3	NA	NA	NA	NA	135	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium>unclassified&nbsp;Brevibacterium"
"Brevibacterium sandarakinum"	"S"	629680	11	NA	7	1	NA	4	6	1	3	5	2	4	11	5	NA	NA	2	2	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium"
"Brevibacterium zhoupengii"	"S"	2898795	6	NA	1	NA	NA	3	NA	1	NA	1	NA	1	6	2	2	4	5	NA	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium"
"Brevibacterium atlanticum"	"S"	2697563	7	NA	1	NA	1	2	1	2	NA	1	NA	NA	1	7	2	1	NA	1	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Brevibacteriaceae>Brevibacterium"
"Intrasporangium"	"G"	53357	8	NA	8	3	NA	NA	7	1	NA	4	NA	NA	8	7	NA	5	8	4	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae"
"Intrasporangium calvum"	"S"	53358	8	NA	8	3	NA	NA	7	1	NA	4	NA	NA	8	7	NA	5	8	4	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Intrasporangium"
"Pedococcus"	"G"	2805645	40	NA	4	1	1	34	4	40	2	1	NA	1	6	8	2	8	11	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae"
"Pedococcus dokdonensis"	"S"	443156	40	NA	4	1	1	34	4	40	2	1	NA	1	6	8	2	8	11	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Intrasporangiaceae>Pedococcus"
"Cellulosimicrobium sp. 72-3"	"S"	2731680	8	NA	2	NA	NA	NA	4	NA	NA	8	2	NA	NA	NA	3	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Promicromonosporaceae>Cellulosimicrobium>unclassified&nbsp;Cellulosimicrobium"
"unclassified Demequina"	"-"	2620311	23	NA	21	7	4	5	11	1	1	7	NA	5	19	23	7	13	18	NA	12	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Demequinaceae>Demequina"
"Demequina sp. PMTSA13"	"S"	3075620	16	NA	16	4	3	NA	8	NA	NA	NA	NA	1	6	NA	4	5	3	NA	7	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Demequinaceae>Demequina>unclassified&nbsp;Demequina"
"Demequina sp. TMPB413"	"S"	2881056	23	NA	5	3	1	5	NA	1	1	7	NA	2	8	23	3	2	7	NA	5	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Demequinaceae>Demequina>unclassified&nbsp;Demequina"
"Allobranchiibius"	"G"	2040262	20	NA	3	1	1	NA	4	1	1	3	1	4	1	20	NA	7	7	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae"
"unclassified Allobranchiibius"	"-"	2649857	20	NA	3	1	1	NA	4	1	1	3	1	4	1	20	NA	7	7	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae>Allobranchiibius"
"Allobranchiibius sp. GilTou73"	"S"	2904523	20	NA	3	1	1	NA	4	1	1	3	1	4	1	20	NA	7	7	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae>Allobranchiibius>unclassified&nbsp;Allobranchiibius"
"Luteipulveratus"	"G"	745364	10	NA	3	2	1	3	1	1	NA	3	NA	NA	5	10	1	3	6	2	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae"
"Luteipulveratus mongoliensis"	"S"	571913	10	NA	3	2	1	3	1	1	NA	3	NA	NA	5	10	1	3	6	2	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Dermacoccaceae>Luteipulveratus"
"Miniimonas"	"G"	947525	24	NA	7	2	2	NA	9	2	1	2	4	1	17	24	8	4	5	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Beutenbergiaceae"
"unclassified Miniimonas"	"-"	2626367	24	NA	7	2	2	NA	9	2	1	2	4	1	17	24	8	4	5	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Beutenbergiaceae>Miniimonas"
"Miniimonas sp. S16"	"S"	2171623	24	NA	7	2	2	NA	9	2	1	2	4	1	17	24	8	4	5	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Beutenbergiaceae>Miniimonas>unclassified&nbsp;Miniimonas"
"Jonesiaceae"	"F"	85022	6	NA	2	1	NA	NA	NA	1	NA	3	1	2	1	6	2	1	3	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales"
"Jonesia"	"G"	43673	6	NA	2	1	NA	NA	NA	1	NA	3	1	2	1	6	2	1	3	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Jonesiaceae"
"Jonesia denitrificans"	"S"	43674	6	NA	2	1	NA	NA	NA	1	NA	3	1	2	1	6	2	1	3	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Micrococcales>Jonesiaceae>Jonesia"
"Corynebacterium lujinxingii"	"S"	2763010	1180	NA	56	NA	1	NA	NA	1	2	NA	3	NA	6	1180	3	2	5	4	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium pseudodiphtheriticum"	"S"	37637	637	NA	23	1	1	39	1	NA	2	637	1	NA	10	462	NA	150	191	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium sp. SCR221107"	"S"	3017361	4	NA	2	NA	2	NA	4	1	3	NA	NA	4	2	3	1	2	NA	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium>unclassified&nbsp;Corynebacterium"
"Corynebacterium sp. sy039"	"S"	2599641	4	NA	2	NA	NA	1	NA	NA	NA	1	NA	1	1	3	1	NA	4	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium>unclassified&nbsp;Corynebacterium"
"Corynebacterium sp. FDAARGOS 1242"	"S"	2778078	3	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium>unclassified&nbsp;Corynebacterium"
"Corynebacterium xerosis"	"S"	1725	59	NA	6	NA	1	2	7	3	59	8	NA	NA	4	33	NA	2	NA	NA	4	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium yudongzhengii"	"S"	2080740	6	NA	6	NA	1	4	1	NA	2	1	1	NA	1	4	NA	1	NA	2	1	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium riegelii"	"S"	156976	9	NA	6	4	1	3	NA	2	2	NA	1	NA	3	9	NA	4	2	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium pyruviciproducens"	"S"	598660	7	NA	7	NA	NA	1	1	1	NA	NA	NA	NA	4	6	NA	2	1	NA	2	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium ciconiae"	"S"	227319	10	NA	6	NA	1	NA	2	2	2	10	3	1	NA	2	1	2	5	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium bovis"	"S"	36808	7	NA	5	NA	3	NA	3	NA	NA	3	1	1	2	7	1	NA	2	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium testudinoris"	"S"	136857	5	NA	5	NA	1	2	NA	5	NA	2	2	NA	1	2	NA	4	4	1	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium atypicum"	"S"	191610	10	NA	5	NA	NA	4	5	NA	NA	NA	NA	NA	3	10	NA	5	3	1	3	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinomycetota>Actinomycetes>Mycobacteriales>Corynebacteriaceae>Corynebacterium"
